706572979	20161114	201611	2016	2016.8603	GOV	GOVERNMENT						GOV			SYR	ALEPPO	SYR								1	192	192	19	4	-9.5	208	26	208	-6.37626179771721	4	Aleppo, ?alab, Syria	SY	SY09	36.2028	37.1586	-2541857	4	Aleppo, ?alab, Syria	SY	SY09	36.2028	37.1586	-2541857	4	Aleppo, ?alab, Syria	SY	SY09	36.2028	37.1586	-2541857	20171114	https://www.samaa.tv/international/2017/11/air-raids-market-kill-53-north-syria-town-monitor/
706572980	20161114	201611	2016	2016.8603	IGOBUSOPC	OPEC		OPC				IGO	BUS												0	192	192	19	4	-9.5	5	1	5	-1.83206106870229	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20171114	http://www.arabnews.com/node/1192971/business-economy
706572981	20161114	201611	2016	2016.8603	IND	NEW DELHI	IND																		1	040	040	04	1	1.0	6	1	6	0.35524090759951	1	Bangladesh	BG	BG	24	90	BG	0							1	Bangladesh	BG	BG	24	90	BG	20171114	http://www.uniindia.com/iran-says-rescue-operations-have-ended-in-quake-hit-areas-tv/world/news/1046169.html
706572982	20161114	201611	2016	2016.8603	IND	NEW DELHI	IND								AUS	CANBERRA	AUS								0	050	050	05	1	3.5	4	1	4	-0.37622272385252	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	Canberra, Australian Capital Territory, Australia	AS	AS01	-35.2833	149.217	-1563952	4	Tokyo, Tokyo, Japan	JA	JA40	35.685	139.751	-246227	20171114	http://dailynht.com/story/37079
706572983	20161114	201611	2016	2016.8603	IND	NEW DELHI	IND								AUS	CANBERRA	AUS								0	050	050	05	1	3.5	2	1	2	-0.37622272385252	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	Tokyo, Tokyo, Japan	JA	JA40	35.685	139.751	-246227	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20171114	http://dailynht.com/story/37079
706572984	20161114	201611	2016	2016.8603	IND	NEW DELHI	IND								AUS	CANBERRA	AUS								0	057	057	05	1	8.0	4	1	4	-0.37622272385252	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	Canberra, Australian Capital Territory, Australia	AS	AS01	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	-35.2833	149.217	-1563952	20171114	http://dailynht.com/story/37079
706572985	20161114	201611	2016	2016.8603	IND	NEW DELHI	IND								AUS	CANBERRA	AUS								0	057	057	05	1	8.0	2	1	2	-0.37622272385252	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	Tokyo, Tokyo, Japan	JA	JA40	35.685	139.751	-246227	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20171114	http://dailynht.com/story/37079
706572986	20161114	201611	2016	2016.8603	ISL	ICELAND	ISL																		0	036	036	03	1	4.0	6	1	6	3.78548895899054	4	Reykjavik, (IC10), Iceland	IC	IC10	64.15	-21.95	-2651804	0							4	Reykjavik, (IC10), Iceland	IC	IC10	64.15	-21.95	-2651804	20171114	http://malloryontravel.com/2017/11/cool-places/europe/iceland/godafoss-gods-country-iceland/
706572987	20161114	201611	2016	2016.8603	JPN	JAPAN	JPN								AUS	AUSTRALIA	AUS								0	050	050	05	1	3.5	4	1	4	-0.37622272385252	4	Tokyo, Tokyo, Japan	JA	JA40	35.685	139.751	-246227	4	Canberra, Australian Capital Territory, Australia	AS	AS01	-35.2833	149.217	-1563952	4	Tokyo, Tokyo, Japan	JA	JA40	35.685	139.751	-246227	20171114	http://dailynht.com/story/37079
706572988	20161114	201611	2016	2016.8603	JPN	JAPAN	JPN								AUS	AUSTRALIA	AUS								0	057	057	05	1	8.0	4	1	4	-0.37622272385252	4	Tokyo, Tokyo, Japan	JA	JA40	35.685	139.751	-246227	4	Canberra, Australian Capital Territory, Australia	AS	AS01	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	-35.2833	149.217	-1563952	20171114	http://dailynht.com/story/37079
